"id","geom","longitud","latitud","concello_id","ubicacion","km"
303,POINT (-8.615522134247804 42.35915063678648),-8.615522134247804,42.35915063678648,Pontevedra,71954,75.5
304,POINT (-8.61618966578176 42.357137068098176),-8.61618966578176,42.357137068098176,Pontevedra,71954,75.75
305,POINT (-8.61483115191938 42.35532310507926),-8.61483115191938,42.35532310507926,Pontevedra,71954,76.0
306,POINT (-8.613411645526432 42.3533986489323),-8.613411645526432,42.3533986489323,Pontevedra,71954,76.25
307,POINT (-8.611842205596288 42.352189176717154),-8.611842205596288,42.352189176717154,Pontevedra,71954,76.5
308,POINT (-8.611077155759197 42.35027535827894),-8.611077155759197,42.35027535827894,Pontevedra,71954,76.75
309,POINT (-8.609063844330496 42.34969521331407),-8.609063844330496,42.34969521331407,Pontevedra,71954,77.0
310,POINT (-8.608318754483658 42.34842770479389),-8.608318754483658,42.34842770479389,Pontevedra,71954,77.25
311,POINT (-8.60739744888831 42.34692538060731),-8.60739744888831,42.34692538060731,Pontevedra,71954,77.5
312,POINT (-8.607281588677749 42.3451116365874),-8.607281588677749,42.3451116365874,Soutomaior,71954,77.75
313,POINT (-8.608776537319756 42.34350830145231),-8.608776537319756,42.34350830145231,Soutomaior,71954,78.0
314,POINT (-8.608471847103912 42.34130942916524),-8.608471847103912,42.34130942916524,Soutomaior,71954,78.25
315,POINT (-8.606722051005102 42.339951315122235),-8.606722051005102,42.339951315122235,Soutomaior,71954,78.5
316,POINT (-8.606590695733608 42.33764272730916),-8.606590695733608,42.33764272730916,Soutomaior,71954,78.75
317,POINT (-8.607417368737805 42.3360948746426),-8.607417368737805,42.3360948746426,Soutomaior,71954,79.0
318,POINT (-8.60744054612315 42.33411006506353),-8.60744054612315,42.33411006506353,Soutomaior,71954,79.25
319,POINT (-8.606945091774836 42.33200679410181),-8.606945091774836,42.33200679410181,Soutomaior,71954,79.5
320,POINT (-8.60671284956281 42.3295671948342),-8.60671284956281,42.3295671948342,Soutomaior,71954,79.75
321,POINT (-8.605602341092492 42.32748889176932),-8.605602341092492,42.32748889176932,Redondela,70063,80.0
322,POINT (-8.606719377622685 42.32542432639752),-8.606719377622685,42.32542432639752,Redondela,70063,80.25
323,POINT (-8.607190799425242 42.3230373593267),-8.607190799425242,42.3230373593267,Redondela,70063,80.5
324,POINT (-8.607447261462118 42.320643185120886),-8.607447261462118,42.320643185120886,Redondela,70063,80.75
325,POINT (-8.606102793116237 42.31873954932815),-8.606102793116237,42.31873954932815,Redondela,70063,81.0
326,POINT (-8.607347266706466 42.316872437084136),-8.607347266706466,42.316872437084136,Redondela,70063,81.25
327,POINT (-8.606691380127321 42.31474425136834),-8.606691380127321,42.31474425136834,Redondela,70063,81.5
328,POINT (-8.605755343348534 42.31252468492247),-8.605755343348534,42.31252468492247,Redondela,70063,81.75
329,POINT (-8.604025482931283 42.31083344069621),-8.604025482931283,42.31083344069621,Redondela,70063,82.0
330,POINT (-8.60323484259406 42.30887890625787),-8.60323484259406,42.30887890625787,Redondela,70063,82.25
331,POINT (-8.604891785073614 42.30731778005223),-8.604891785073614,42.30731778005223,Redondela,70063,82.5
332,POINT (-8.605710342652316 42.30602710146467),-8.605710342652316,42.30602710146467,Redondela,70063,82.75
333,POINT (-8.606164138060528 42.303711304223526),-8.606164138060528,42.303711304223526,Redondela,70063,83.0
334,POINT (-8.60792264719029 42.30200602497309),-8.60792264719029,42.30200602497309,Redondela,70063,83.25
335,POINT (-8.608707384348122 42.300108467758314),-8.608707384348122,42.300108467758314,Redondela,70063,83.5
336,POINT (-8.609728646665976 42.29817637305109),-8.609728646665976,42.29817637305109,Redondela,70063,83.75
337,POINT (-8.610051463817046 42.295897688754856),-8.610051463817046,42.295897688754856,Redondela,70063,84.0
338,POINT (-8.608201409542541 42.29429196463072),-8.608201409542541,42.29429196463072,Redondela,70063,84.25
339,POINT (-8.607790984289881 42.29239581519252),-8.607790984289881,42.29239581519252,Redondela,70063,84.5
340,POINT (-8.608456893709645 42.29002351463185),-8.608456893709645,42.29002351463185,Redondela,70063,84.75
341,POINT (-8.608471959218 42.28777435583408),-8.608471959218,42.28777435583408,Redondela,70063,85.0
342,POINT (-8.607613199012556 42.28551870039897),-8.607613199012556,42.28551870039897,Redondela,70063,85.25
343,POINT (-8.608127425736257 42.28321455965748),-8.608127425736257,42.28321455965748,Redondela,70063,85.5
344,POINT (-8.609137947337848 42.281381911884104),-8.609137947337848,42.281381911884104,Redondela,70063,85.75
345,POINT (-8.610577454497509 42.279630563697566),-8.610577454497509,42.279630563697566,Redondela,70063,86.0
346,POINT (-8.610207654201972 42.27750344550419),-8.610207654201972,42.27750344550419,Redondela,70063,86.25
347,POINT (-8.610351425459049 42.27512101961435),-8.610351425459049,42.27512101961435,Redondela,70063,86.5
348,POINT (-8.61035294702778 42.272649152379174),-8.61035294702778,42.272649152379174,Redondela,70063,86.75
349,POINT (-8.611005641501873 42.270376705504525),-8.611005641501873,42.270376705504525,Redondela,70063,87.0
350,POINT (-8.60980403172136 42.26823368263579),-8.60980403172136,42.26823368263579,Redondela,70063,87.25
