"id","geom","tipo","nome","enderezo","concello","cp","telefono","longitud","latitud"
31902,POINT (-7.844 43.4499),desfibrilador,Pavill�n Polideportivo Municipal,,as pontes,,,-7.844,43.4499
11354,POINT (-9.104758736237 42.7568817182107),vivendas_turisticas,MANUEL AMADOR VÁZQUEZ SÁNCHEZ,LG. XALFAS Nº 10,muros,"15291",,-9.104758736237,42.7568817182107
11492,POINT (-9.1569279872366 43.0838486439999),vivendas_turisticas,EULALIA,"LG. OZÓN, Nº 46",muxía,"15124",,-9.1569279872366,43.0838486439999
11589,POINT (-9.1626993223615 43.1167912203544),vivendas_turisticas,VINCULEIRO,RÚA LEIS,muxía,"15124",,-9.1626993223615,43.1167912203544
12418,POINT (-8.1708938616622 43.4067999373674),vivendas_turisticas,TORREON,"RÚA REAL Nº 1, PISO 3",pontedeume,"15600",,-8.1708938616622,43.4067999373674
7294,POINT (-8.4029651775638 43.3751419517728),vivendas_turisticas,SOL Y MAR CON TERRAZA,"RÚA BARRIE DE LA MAZA Nº 1, PISO 6º LETRA 612",a coruña,"15003",,-8.4029651775638,43.3751419517728
7296,POINT (-8.4052991 43.377079),vivendas_turisticas,SOMBRIZA DOS,"RÚA ADELAIDA MURO, Nº 1 BLOQUE B -, PISO 2º LETRA C",a coruña,"15002",,-8.4052991,43.377079
7340,POINT (-8.4179480139894 43.3595686289892),vivendas_turisticas,VELFACOR,"RÚA SAN LUCAS Nº 2, PISO 4 LETRA D",a coruña,"15007",,-8.4179480139894,43.3595686289892
31903,POINT (-7.8568 43.4502),desfibrilador,Piscina Municipal Climatizada,,as pontes,,,-7.8568,43.4502
14171,POINT (-8.1049719 43.330062),vivendas_turisticas,LUCINDA,LG. LOBEIRAS Nº 11,vilarmaior,"15637",,-8.1049719,43.330062
141,POINT (-9.079738 42.758446),farmacia,Farmacia C-460-F,"LOURO, Nº S/N",muros,"15291","981826109",-9.079738,42.758446
7341,POINT (-8.4179480139894 43.3595686289892),vivendas_turisticas,VELFACOR,"RÚA SAN LUCAS Nº 2, PISO 5 LETRA IZQ",a coruña,"15007",,-8.4179480139894,43.3595686289892
166,POINT (-8.735073 42.216625),farmacia,Farmacia PO-332-F,"FRAGOSO, Nº 55",vigo,"36210","986204310",-8.735073,42.216625
7342,POINT (-8.4179480139894 43.3595686289892),vivendas_turisticas,VELFACOR,"RÚA SAN LUCAS Nº 2, PISO 5 LETRA D",a coruña,"15007",,-8.4179480139894,43.3595686289892
160,POINT (-8.731271 42.09868),farmacia,Farmacia PO-423-F,"FONTE (A), Nº S/N",gondomar,"36389","986389066",-8.731271,42.09868
7343,POINT (-8.4179480139894 43.3595686289892),vivendas_turisticas,VELFACOR,"RÚA SAN LUCAS Nº 2, PISO 2 LETRA D",a coruña,"15007",,-8.4179480139894,43.3595686289892
259,POINT (-8.236225 43.483179),farmacia,Farmacia C-099-F,"REAL, Nº 165",ferrol,"15402","981352034",-8.236225,43.483179
7344,POINT (-8.4179480139894 43.3595686289892),vivendas_turisticas,VELFACOR,"RÚA SAN LUCAS Nº 2, PISO 2 LETRA IZQ",a coruña,"15007",,-8.4179480139894,43.3595686289892
7345,POINT (-8.4179480139894 43.3595686289892),vivendas_turisticas,VELFACOR,"RÚA SAN LUCAS Nº 2, PISO 1 LETRA IZQ",a coruña,"15007",,-8.4179480139894,43.3595686289892
194,POINT (-8.670734 42.853522),farmacia,Farmacia C-568-F,"NOIA, Nº 12",brión,"15280","981884321",-8.670734,42.853522
7346,POINT (-8.4222388053478 43.3461246591153),vivendas_turisticas,VERANO AZUL,"RÚA RAFAEL DIESTE, Nº 9 -, PISO 7º LETRA CT.",a coruña,"15009",,-8.4222388053478,43.3461246591153
7348,POINT (-8.4030734791575 43.3767799919033),vivendas_turisticas,VÍCTOR IVÁN POMBO GÓMEZ,"RÚA ÁNGEL REBOLLO, Nº 67 -, PISO 6º",a coruña,"15002",,-8.4030734791575,43.3767799919033
7349,POINT (-8.3948857041118 43.3500599863794),vivendas_turisticas,VÍCTOR MANUEL ORIZALES ARMADA,"RÚA FARIÑA FERREÑO Nº 20, PISO 3 LETRA A",a coruña,"15009",,-8.3948857041118,43.3500599863794
1315,POINT (-8.63776 42.44579),farmacia,Farmacia PO-071-F,"MEDICO BALLINA, Nº 2",pontevedra,"36005","986871461",-8.63776,42.44579
20220,POINT (-8.791852 42.5147197),vivendas_turisticas,"2D","VILARIÑO Nº 31B, PISO 2 LETRA D",cambados,"36630",,-8.791852,42.5147197
7478,POINT (-8.9397351165822 42.6012739134605),vivendas_turisticas,ANTONIO AGRELO RÍOS,"RÚA GASSET, Nº 62 - , PISO 1º LETRA A",a pobra do caramiñal,"15940",,-8.9397351165822,42.6012739134605
1636,POINT (-8.66388 42.205246),centro_saude,CENTRO SAUDE MOS,AVENIDA REBULLON S/N,mos,"36416","986486667",-8.66388,42.205246
21547,POINT (-8.7309999974492 42.300004723743),vivendas_turisticas,LA CABAÑA,BERDUCEDO Nº 89,moaña,"36959",,-8.7309999974492,42.300004723743
21628,POINT (-8.7509957823644 42.2792354678022),vivendas_turisticas,SANMARTÍN,O CASAL Nº 86,moaña,"36954",,-8.7509957823644,42.2792354678022
31904,POINT (-8.6895 42.257),desfibrilador,Porter�a MetalShips&Docks,,vigo,,,-8.6895,42.257
32044,POINT (-8.4174 43.3685),desfibrilador,Estadio Riazor - Grada Preferente2,,a coruña,,,-8.4174,43.3685
1779,POINT (-8.910597 42.84399),centro_saude,CENTRO SAUDE OUTES,CALLE BOSQUE S/N,outes,"15230","981851097",-8.910597,42.84399
31905,POINT (-8.2248 43.4827),desfibrilador,Pabell�n Polideportivo de Esteiro,,ferrol,,,-8.2248,43.4827
31906,POINT (-8.2006 43.4811),desfibrilador,Pabell�n de Caranza,,ferrol,,,-8.2006,43.4811
31907,POINT (-8.2291 43.4883),desfibrilador,Estaci�n de Autobuses de Ferrol,,ferrol,,,-8.2291,43.4883
31908,POINT (-8.5532 42.8752),desfibrilador,Entrada Biblioteca Concepci�n Arenal,,santiago,,,-8.5532,42.8752
7479,POINT (-8.9372449540192 42.6007114510904),vivendas_turisticas,ARENAL,"RÚA ARENAL, Nº 11 -, PISO 2º LETRA C",a pobra do caramiñal,"15940",,-8.9372449540192,42.6007114510904
22989,POINT (-8.7181011679267 42.4239335845831),vivendas_turisticas,A CHOZA,AV CHANCELAS Nº 25,poio,"36993",,-8.7181011679267,42.4239335845831
7572,POINT (-8.9407896391304 42.5902376428531),vivendas_turisticas,OUTEIRO D,"LG. OUTEIRO, Nº 25",a pobra do caramiñal,"15940",,-8.9407896391304,42.5902376428531
23114,POINT (-8.6590994 42.4332306),vivendas_turisticas,CASA A RUA,A RUA Nº 9,poio,"36993",,-8.6590994,42.4332306
31848,POINT (-8.6379 42.4322),desfibrilador,Pabell�n de remo,,pontevedra,,,-8.6379,42.4322
2500,POINT (-8.04058 43.6865),apartamentos,O CARREIRO,,cedeira,"15350","981480094",-8.04058,43.6865
2504,POINT (-9.24158 42.99703),apartamentos,CABAÑAS DE LIRES,LG. DE LIRES Nº 99,cee,"15138","696029810",-9.24158,42.99703
7573,POINT (-8.9407896391304 42.5902376428531),vivendas_turisticas,OUTEIRO E,"LG. OUTEIRO, Nº 25",a pobra do caramiñal,"15940",,-8.9407896391304,42.5902376428531
7574,POINT (-8.9480837378277 42.6258559378822),vivendas_turisticas,PASEO DO ARENAL,RÚA PASEO DO ARENAL Nº 21 LETRA 2,a pobra do caramiñal,"15940",,-8.9480837378277,42.6258559378822
7575,POINT (-8.9480837378277 42.6258559378822),vivendas_turisticas,PASEO DO ARENAL,RÚA PASEO DO ARENAL Nº 21 LETRA 1,a pobra do caramiñal,"15940",,-8.9480837378277,42.6258559378822
7576,POINT (-8.9397351165822 42.6012739134605),vivendas_turisticas,PAULA DAVILA LÓPEZ,"RÚA GASSET Nº 72, PISO 1º",a pobra do caramiñal,"15940",,-8.9397351165822,42.6012739134605
7609,POINT (-8.938801351401 42.5995861620719),vivendas_turisticas,XUNQUEIRA ,"RÚA VENECIA Nº 28, PISO 2 LETRA A",a pobra do caramiñal,"15940",,-8.938801351401,42.5995861620719
7610,POINT (-8.3460608169685 43.2113910154113),vivendas_turisticas,BORDEL 13,LG. BORDEL Nº 13,abegondo,"15318",,-8.3460608169685,43.2113910154113
7611,POINT (-8.3011808145118 43.212863757155),vivendas_turisticas,CARBALLAL 5,"LG. CARBALLAL, Nº 5",abegondo,"15318",,-8.3011808145118,43.212863757155
7681,POINT (-8.6462457951071 42.8617962363074),vivendas_turisticas,LUIS ÁNGEL MARTÍNEZ MENÉNDEZ,"AV MAÍA, Nº 96 BLOQUE 2 -, PISO 1º LETRA D",ames,"15220",,-8.6462457951071,42.8617962363074
7682,POINT (-8.6325322787415 42.8862482190802),vivendas_turisticas,LUIS MARTÍN GARCÍA,ALDEA VENTOSA Nº 41,ames,"15229",,-8.6325322787415,42.8862482190802
7683,POINT (-8.630678174358 42.8380964006286),vivendas_turisticas,M. PAOLA SOTO FIGUEROA,"EIRAPEDRIÑA, Nº 55",ames,"15864",,-8.630678174358,42.8380964006286
7686,POINT (-8.5755429547434 42.8472391603592),vivendas_turisticas,MANUEL BARBEITO GARCÍA,"RÚA RAXOEIRA Nº 3 BLOQUE 1, PISO 2 LETRA B",ames,"15895",,-8.5755429547434,42.8472391603592
7687,POINT (-8.6514180651718 42.8598645),vivendas_turisticas,MANUELA MARTÍNEZ LIJO,"AV MAHÍA, Nº 2 BLOQUE 1 -, PISO 2º LETRA M",ames,"15220",,-8.6514180651718,42.8598645
7688,POINT (-8.6514180651718 42.8598645),vivendas_turisticas,MANUELA MARTÍNEZ LISÓ,"AV MAHIA Nº 2, PISO 1º LETRA M",ames,"15220",,-8.6514180651718,42.8598645
7689,POINT (-8.5767522946824 42.8448450148857),vivendas_turisticas,MARCIA-GRISELDA SOTO FIGUEROA,"RÚA CRUXA, Nº 2 -, PISO 1º LETRA J",ames,"15895",,-8.5767522946824,42.8448450148857
7788,POINT (-8.2439560059647 43.4279432945476),vivendas_turisticas,MARÍA DEL CARMEN FERNÁNDEZ BOFILL GONZÁLEZ,REAL Nº 85 LETRA BAJO,ares,"15624",,-8.2439560059647,43.4279432945476
7789,POINT (-8.2478514958497 43.4251159276581),vivendas_turisticas,MARÍA DEL MAR MONTERO DOCE,PORTA DO RÍO Nº 1,ares,"15625",,-8.2478514958497,43.4251159276581
7790,POINT (-8.2495053160749 43.4345159681778),vivendas_turisticas,MARÍA ELIA ESTRAVIZ PRADO,"LG. OUTEIRO, Nº 11 BLOQUE A",ares,"15625",,-8.2495053160749,43.4345159681778
7792,POINT (-8.214734 43.4242565),vivendas_turisticas,MARÍA VICTORIA NORES CASTRO,"CAMINO DO CERCADO ALTO, Nº 6",ares,"15624",,-8.214734,43.4242565
7794,POINT (-8.2420007854077 43.4290816554941),vivendas_turisticas,MIGUEL ANGEL GARCIA PENA,RÚA SANTA BARBARA Nº 61-63,ares,"15624",,-8.2420007854077,43.4290816554941
7795,POINT (-8.2412133147425 43.4308525474073),vivendas_turisticas,NICOLÁS SAAVEDRA SEIJO,"RÚA HERMANOS BUGALLO, Nº 20 -, PISO 1º LETRA DTA.",ares,"15624",,-8.2412133147425,43.4308525474073
7954,POINT (-8.1617100379876 42.9269702623679),vivendas_turisticas,SECOND ARZUA,"AV LUGO, Nº 23 -, PISO 3º - LETRA 2º",arzúa,"15810",,-8.1617100379876,42.9269702623679
7955,POINT (-8.1617100379876 42.9269702623679),vivendas_turisticas,SECOND ARZUA,"AV LUGO, Nº 23 -, PISO 2º - LETRA 2",arzúa,"15810",,-8.1617100379876,42.9269702623679
7956,POINT (-8.1624796966805 42.9265313869141),vivendas_turisticas,SEOANE,"RÚA CALEXA Nº 35, PISO BAIXO",arzúa,"15810",,-8.1624796966805,42.9265313869141
7957,POINT (-8.1618074174782 42.926941812315),vivendas_turisticas,SERGIO RODRÍGUEZ ALONSO,"RÚA LUGO, Nº 18 -, PISO 3º LETRA C",arzúa,"15810",,-8.1618074174782,42.926941812315
7958,POINT (-8.168011 42.9280718),vivendas_turisticas,TRAVELER´S HOME,"AV RÚA SANTIAGO, Nº 29 -, PISO 2º LETRA ESDA.",arzúa,"15810",,-8.168011,42.9280718
7959,POINT (-8.1662291933224 42.9272943141814),vivendas_turisticas,TRAVELER´S HOME 2,"RÚA SANTIAGO, Nº 29 -, PISO 1º LETRA DTA.",arzúa,"15810",,-8.1662291933224,42.9272943141814
7960,POINT (-8.1583535531737 42.9279406083725),vivendas_turisticas,TXIMELETA BIDEAN,"RÚA DE LUGO Nº 128, PISO 1º LETRA B",arzúa,"15810",,-8.1583535531737,42.9279406083725
7961,POINT (-8.1650434417013 42.9240624960875),vivendas_turisticas,VICENTA,"RÚA NEIRA VILAS, Nº 75 -, PISO 3º LETRA A",arzúa,"15810",,-8.1650434417013,42.9240624960875
8029,POINT (-8.2070565472217 43.2741465721068),vivendas_turisticas,LORENA FERNANDEZ DOCAMPO,AV DE CASTILLA Nº 171,betanzos,"15300",,-8.2070565472217,43.2741465721068
8031,POINT (-8.2101412542153 43.2779874857341),vivendas_turisticas,Mª LILIANA CAINZOS ABEAL,"PR. FRANCISCO IGLESIAS GONZALEZ Nº 4, PISO 1 LETRA B",betanzos,"15300",,-8.2101412542153,43.2779874857341
31844,POINT (-8.755 42.2284),desfibrilador,Mcsyncro,,vigo,,,-8.755,42.2284
8033,POINT (-8.2101934076994 43.2814529045281),vivendas_turisticas,MARIA ISABEL SUAREZ PALMEIRO,"RÚA PASTELERIA Nº 5-7, PISO 2ºDCH LETRA B",betanzos,"15300",,-8.2101934076994,43.2814529045281
8077,POINT (-8.9045940750382 42.6330911154879),vivendas_turisticas,ALICIA MARTÍNEZ MARCOS,"GABOTEIRA Nº 14, PISO BAJO LETRA A",boiro,"15992",,-8.9045940750382,42.6330911154879
8079,POINT (-8.8808333116221 42.6199718295975),vivendas_turisticas,AMELIA TORRADO VIDAL,"RÚA AS MANGAS, - CABO DE CRUZ Nº 15 BLOQUE B - , PISO 3º LETRA B",boiro,"15930",,-8.8808333116221,42.6199718295975
8080,POINT (-8.8811907 42.7224183),vivendas_turisticas,AMINA,LG. MACENDA Nº 1,boiro,"15937",,-8.8811907,42.7224183
2566,POINT (-8.88477 42.89932),apartamentos,A CABANA DE CARMEN,Nº 3,outes,"15237","981851009",-8.88477,42.89932
8081,POINT (-8.8819130041816 42.6462937790349),vivendas_turisticas,ANA MARÍA PÉREZ ALCALDE,"RÚA NORBERTO PIJUAN, Nº 20 BLOQUE 7-11 - , PISO 4º LETRA B",boiro,"15930",,-8.8819130041816,42.6462937790349
8083,POINT (-8.8811314735385 42.6201488081211),vivendas_turisticas,ANTONIO PÉREZ MUÑIZ,"ESTR. PESQUEIRA, - CABO DE CRUZ Nº 40 -, PISO 1º LETRA C",boiro,"15930",,-8.8811314735385,42.6201488081211
8084,POINT (-8.90447084881 42.6357508364581),vivendas_turisticas,ANTONIO TABERNERO DUQUE,"ESTR. DO MUELLE Nº 12, PISO 4 LETRA B",boiro,"15992",,-8.90447084881,42.6357508364581
8089,POINT (-8.8813606936409 42.6135868355641),vivendas_turisticas,ATERPEA,"RÚA PESQUEIRA, Nº 51  PTL 3 -, PISO 4º LETRA B",boiro,"15939",,-8.8813606936409,42.6135868355641
8095,POINT (-8.8808133653443 42.6199889518288),vivendas_turisticas,BAHÍA,"RÚA MANGAS Nº 1, PISO 2 LETRA G",boiro,"15939",,-8.8808133653443,42.6199889518288
8096,POINT (-8.8855721397519 42.6458069759921),vivendas_turisticas,BARBANZA - AROUSA,"RÚA PABLO IGLESIAS Nº 9, PISO 2 LETRA D",boiro,"15930",,-8.8855721397519,42.6458069759921
8098,POINT (-8.8809281575083 42.6398185146129),vivendas_turisticas,BARRAÑA,ALAMEDA DE BARRAÑA Nº 140,boiro,"15938",,-8.8809281575083,42.6398185146129
8256,POINT (-8.9054547101876 42.6379665953993),vivendas_turisticas,NOEMI BUIG SIEIRA,"ESTR. XERAL ESCARABOTE EDIF. MAGDALENA, PISO ATICO LETRA C",boiro,"15992",,-8.9054547101876,42.6379665953993
8257,POINT (-8.8819130041816 42.6462937790349),vivendas_turisticas,NORBERTO PIJUAN,"RÚA NORBERTO PIJUAN, Nº 8, PISO 2 LETRA I",boiro,"15930",,-8.8819130041816,42.6462937790349
8258,POINT (-8.8819130041816 42.6462937790349),vivendas_turisticas,NORBERTO PIJUAN,"NORBERTO PIJUAN Nº 8, PISO 1 LETRA I",boiro,"15930",,-8.8819130041816,42.6462937790349
8259,POINT (-8.8819130041816 42.6462937790349),vivendas_turisticas,NORBERTO PIJUAN,"NORBERTO PIJUAN Nº 8, PISO 2 LETRA D",boiro,"15930",,-8.8819130041816,42.6462937790349
8260,POINT (-8.8819991043749 42.6464734141169),vivendas_turisticas,NORBERTO PIJUAN,"RÚA NORBERTO PIJUAN, Nº 4 -, PISO 2º",boiro,"15930",,-8.8819991043749,42.6464734141169
8261,POINT (-8.8819991043749 42.6464734141169),vivendas_turisticas,NORBERTO PIJUAN,"RÚA NORBERTO PIJUAN, Nº 4 -, PISO 5º",boiro,"15930",,-8.8819991043749,42.6464734141169
8262,POINT (-8.8819991043749 42.6464734141169),vivendas_turisticas,NORBERTO PIJUAN,"RÚA NORBERTO PIJUAN, Nº 4 -, PISO 4º",boiro,"15930",,-8.8819991043749,42.6464734141169
8263,POINT (-8.8819991043749 42.6464734141169),vivendas_turisticas,NORBERTO PIJUAN,"RÚA NORBERTO PIJUAN, Nº 4 -, PISO 3º",boiro,"15930",,-8.8819991043749,42.6464734141169
8264,POINT (-8.8819130041816 42.6462937790349),vivendas_turisticas,NORBERTO PIJUAN 1D,"RÚA NORBERTO PIJUAN Nº 8, PISO 1 LETRA D",boiro,"15930",,-8.8819130041816,42.6462937790349
8265,POINT (-8.8819130041816 42.6462937790349),vivendas_turisticas,NORBERTO PIJUAN 3D,"RÚA NORBERTO PIJUAN Nº 8, PISO 3 LETRA D",boiro,"15930",,-8.8819130041816,42.6462937790349
8266,POINT (-8.8819130041816 42.6462937790349),vivendas_turisticas,NORBERTO PIJUAN 4D,"RÚA NORBERTO PIJUAN Nº 8, PISO 4 LETRA D",boiro,"15930",,-8.8819130041816,42.6462937790349
8267,POINT (-8.8819130041816 42.6462937790349),vivendas_turisticas,NORBERTO PIJUAN 4I,"RÚA NORBERTO PIJUAN Nº 8, PISO 4 LETRA I",boiro,"15930",,-8.8819130041816,42.6462937790349
8273,POINT (-8.8832069523388 42.6476026424481),vivendas_turisticas,PAULA ALCALDE RIVEIRO,"RÚA PRINCIPAL, Nº 118 -, PISO 2º LETRA C",boiro,"15930",,-8.8832069523388,42.6476026424481
2584,POINT (-8.29417 43.38347),apartamentos,RESIDENCIA VEIGUE,PLAYA DE CIRRO Nº 39,sada,"15160","981617126",-8.29417,43.38347
8376,POINT (-8.669169431425 42.8113161504525),vivendas_turisticas,DAS VELAS,"LG. CORUXIDO, Nº 3",brión,"15280",,-8.669169431425,42.8113161504525
8377,POINT (-8.6769845407728 42.8465057346536),vivendas_turisticas,FONTE 13,"RÚA DE LA FUENTE Nº 13 BLOQUE 2, PISO BAIXO LETRA L",brión,"15280",,-8.6769845407728,42.8465057346536
8378,POINT (-7.8730838454429 43.7378827325023),vivendas_turisticas,ISACC MENDOZA PAZ,"RÚA RIO SIL Nº 38, PISO 2 LETRA C",cariño,"15360",,-7.8730838454429,43.7378827325023
8379,POINT (-8.6702866835867 42.8484142911883),vivendas_turisticas,JESÚS SERRAMITO ROGIDO,"LG. SOIGREXA, Nº 46, PISO BAIXO",brión,"15280",,-8.6702866835867,42.8484142911883
8380,POINT (-8.6786734308764 42.86620075),vivendas_turisticas,JOSÉ MANUEL ANTELO NEGREIRA,"PR. DO CONCELLO Nº 2, PISO 2 LETRA E",brión,"15865",,-8.6786734308764,42.86620075
8381,POINT (-8.6786423141912 42.8662903778988),vivendas_turisticas,JOSE RAMON OVES CUE,PASEO PEDROUZOS Nº 76 BLOQUE 3 LETRA C,brión,"15865",,-8.6786423141912,42.8662903778988
4883,POINT (-7.41143 42.77711),pensiones,PENSION EL MALECON,"PASEO MALECON Nº 12, PISO 1",sarria,"27600","722316611",-7.41143,42.77711
8814,POINT (-8.6945011848816 43.284821849449),vivendas_turisticas,MIRADOR DAS AREAS,LG. CAMBRE Nº 16,carballo,"15105",,-8.6945011848816,43.284821849449
8815,POINT (-8.6319837088253 43.3043851626678),vivendas_turisticas,MONICA UH KIM,RÚA LEIRA Nº 25,carballo,"15105",,-8.6319837088253,43.3043851626678
8816,POINT (-8.6904805021732 43.2133188345967),vivendas_turisticas,NOMAR,"RÚA DESIDERIO VARELA, Nº 5 BLOQUE 1, PISO ENT.",carballo,"15100",,-8.6904805021732,43.2133188345967
8817,POINT (-8.6904805021732 43.2133188345967),vivendas_turisticas,NOMAR,"RÚA DESIDERIO VARELA, Nº 5 BLOQUE 1 -, PISO 1º",carballo,"15100",,-8.6904805021732,43.2133188345967
8819,POINT (-8.6849829842771 43.1366902020913),vivendas_turisticas,O CASTRO,LG. O CASTRO Nº 4,carballo,"15109",,-8.6849829842771,43.1366902020913
8821,POINT (-8.6403413933404 43.1910186767707),vivendas_turisticas,ORICEIRA,"LG. LAGARTEIRA, Nº 38",carballo,"15108",,-8.6403413933404,43.1910186767707
8824,POINT (-8.6662295 43.240193),vivendas_turisticas,OXIDADA,"RÚA QUEO DA ESTR., Nº 1",carballo,"15105",,-8.6662295,43.240193
8829,POINT (-8.6224323567736 43.2887215729995),vivendas_turisticas,PLAYA ARNELA,LG. DE ARNELA Nº A 1,carballo,"15105",,-8.6224323567736,43.2887215729995
31909,POINT (-8.5594 42.875),desfibrilador,Vestibulo da Conserxer�a do CACTUS,,santiago,,,-8.5594,42.875
8830,POINT (-8.6224323567736 43.2887215729995),vivendas_turisticas,PLAYA ARNELA,LG. DE ARNELA Nº A 2,carballo,"15105",,-8.6224323567736,43.2887215729995
8831,POINT (-8.6776920248668 43.20824019393),vivendas_turisticas,PORTOLAGO,"RÚA TEIXOS, Nº 48",carballo,"15100",,-8.6776920248668,43.20824019393
8846,POINT (-7.87378007539 43.7402327752226),vivendas_turisticas,AMADORA PIÑÓN SAAVEDRA,RÚA DOCTOR CARREÑO Nº 14,cariño,"15360",,-7.87378007539,43.7402327752226
8847,POINT (-7.87378007539 43.7402327752226),vivendas_turisticas,AMADORA PIÑÓN SAAVEDRA,"RÚA DOCTOR CARREÑO, Nº 14 -, PISO 2º",cariño,"15360",,-7.87378007539,43.7402327752226
8848,POINT (-7.8767145200589 43.7365032974894),vivendas_turisticas,ANTONIO FRESCO BERMÚDEZ,LG. CASTRO Nº 38,cariño,"15365",,-7.8767145200589,43.7365032974894
8849,POINT (-7.8730838454429 43.7378827325023),vivendas_turisticas,ANTONIO GIMÉNEZ MONTERO,"RIO SIL Nº 22, PISO 3º LETRA A",cariño,"15365",,-7.8730838454429,43.7378827325023
8851,POINT (-7.8723290039802 43.7398707297505),vivendas_turisticas,AUSTRALIA,AV CONSTITUCION Nº 25,cariño,"15360",,-7.8723290039802,43.7398707297505
8853,POINT (-7.875876025458 43.7357965337832),vivendas_turisticas,AVD CONSTITUCION  132 2ºA,"CONSTITUCION Nº 132, PISO 2º LETRA A",cariño,"15365",,-7.875876025458,43.7357965337832
8854,POINT (-7.8722399261315 43.740114183423),vivendas_turisticas,AVD CONSTITUCION  132 4ºG,"CONSTITUCION Nº 132, PISO 4º LETRA G",cariño,"15360",,-7.8722399261315,43.740114183423
8855,POINT (-7.8726116339196 43.7396292464927),vivendas_turisticas,AVD CONSTITUCION 28 2ºA,"CONSTITUCION Nº 28, PISO 2º LETRA A",cariño,"15365",,-7.8726116339196,43.7396292464927
8856,POINT (-7.8722399261315 43.740114183423),vivendas_turisticas,AVENIDA CONSTITUCION  Nº132 3ºA,"CONSTITUCION Nº 132, PISO 3º LETRA A",cariño,"15360",,-7.8722399261315,43.740114183423
8857,POINT (-7.8868733491256 43.7314548965264),vivendas_turisticas,BOCA LEIRA 3,BOCA LEIRA Nº 3,cariño,"15366",,-7.8868733491256,43.7314548965264
8858,POINT (-7.8741572438615 43.7368210540486),vivendas_turisticas,CABO ORTEGAL 39 1ºD,"RÚA CABO ORTEGAL Nº 39, PISO 1º LETRA D",cariño,"15365",,-7.8741572438615,43.7368210540486
8859,POINT (-7.8745634286852 43.705868405896),vivendas_turisticas,CALDERÓN,LG. PAZO Nº 11,cariño,"15369",,-7.8745634286852,43.705868405896
8860,POINT (-7.8734874827609 43.7375642402976),vivendas_turisticas,CARIÑO,"RÚA MAGULEIRO Nº 2, PISO 1 LETRA B",cariño,"15360",,-7.8734874827609,43.7375642402976
8861,POINT (-7.9012548627191 43.7264156610599),vivendas_turisticas,CARIÑO E CABO ORTEGAL,"AV SAGRON Nº 9, PISO 1º",cariño,"15365",,-7.9012548627191,43.7264156610599
8869,POINT (-7.8769284103177 43.7374593910382),vivendas_turisticas,CELIA CHARRO GAJATE,"RÚA EDUARDO PONDAL, Nº 37 -, PISO 2º LETRA A",cariño,"15360",,-7.8769284103177,43.7374593910382
8870,POINT (-7.8683242 43.7434372),vivendas_turisticas,CENTEAS 40,"RÚA CENTEAS, Nº 40",cariño,"15360",,-7.8683242,43.7434372
8871,POINT (-7.8668614110251 43.7403065061405),vivendas_turisticas,CHRISTINA ERIKA CARANDINI LEE,"AV MANUEL FRAGA IRIBARNE Nº 57, PISO 5 LETRA B",cariño,"15360",,-7.8668614110251,43.7403065061405
22237,POINT (-8.911689 42.4659677),vivendas_turisticas,BALEA,"RÚA BALEA Nº 62, PISO 1º B1 LETRA D",o grove,"36989",,-8.911689,42.4659677
8872,POINT (-7.8722399261315 43.740114183423),vivendas_turisticas,CONSTITUCIÓN,"AV CONSTITUCION Nº 65, PISO 1º LETRA A",cariño,"15360",,-7.8722399261315,43.740114183423
8873,POINT (-7.8726116339196 43.7396292464927),vivendas_turisticas,CONSTITUCIÓN,"CONSTITUCION Nº 28, PISO 1º LETRA B",cariño,"15365",,-7.8726116339196,43.7396292464927
8874,POINT (-7.875876025458 43.7357965337832),vivendas_turisticas,CONSTITUCION 132 4A,"CONSTITUCION Nº 132, PISO 4º LETRA A",cariño,"15365",,-7.875876025458,43.7357965337832
8880,POINT (-7.8668614110251 43.7403065061405),vivendas_turisticas,FERNANDO ÚBEDA RIVES,"FRAGA IRIBARNE Nº 57, PISO 5 LETRA C",cariño,"15360",,-7.8668614110251,43.7403065061405
8881,POINT (-7.865754999801 43.7182031255396),vivendas_turisticas,FIGUEROA,FIGUEIROA Nº 33,cariño,"15365",,-7.865754999801,43.7182031255396
8882,POINT (-7.8668614110251 43.7403065061405),vivendas_turisticas,FRAGA IRIBARNE 58 2B,"AV FRAGA IRIBARNE Nº 58, PISO 2º LETRA B",cariño,"15360",,-7.8668614110251,43.7403065061405
8883,POINT (-7.8668614110251 43.7403065061405),vivendas_turisticas,FRAGA IRIBARNE 58 4ºA,"FRAGA IRIBARNE Nº 58, PISO 4º LETRA A",cariño,"15365",,-7.8668614110251,43.7403065061405
8889,POINT (-7.8769284103177 43.7374593910382),vivendas_turisticas,JOSÉ MIGUEL GOROSTIAGA MEDRANO,"EDUARDO PONDAL Nº 37, PISO +1 LETRA B",cariño,"15367",,-7.8769284103177,43.7374593910382
8894,POINT (-7.8670828690789 43.741657400269),vivendas_turisticas,LUIS,"RÚA SANTA APOLONIA, Nº 20 -, PISO 2º",cariño,"15360",,-7.8670828690789,43.741657400269
32881,POINT (-8.416 43.3625),desfibrilador,CIFP Paseo das Pontes,,a coruña,,,-8.416,43.3625
